"text","unified_label"
" that what we should seek is voluntary,","Skip"
" but we should seek because we should work with labor leaders","Skip"
" and put their own people here in government","Skip"
" and see if they could not see the advantage","Skip"
" of setting a pattern and an example for all of society.","Skip"
" The question is, you wouldn't say anything today","Skip"
" about spending more federal money on drug enforcement.","Skip"
" And in fact, the level of spending","Skip"
" has remained current or go out down a little bit.","Skip"
" Is the rhetoric alone enough to take care of this?","Skip"
" It isn't just rhetoric alone.","Skip"
" We're talking about a lot of people","Skip"
" right now, organizations that are actively engaged","Skip"
" and so forth.","Skip"
" But let me say this.","Skip"
" No, we did step up as far as law enforcement was concerned.","Skip"
" That area.","Skip"
" There seems to be a little misunderstanding","Skip"
" about a reduction out here with regard to grants","Skip"
" and so forth about drug use and rehabilitation and so forth.","Skip"
" Actually, what we set out to do based on the experience","Skip"
" of some of us in state government, local government,","Skip"
" was that too many federal programs are sent out","Skip"
" to local and state levels just wrapped in red tape","Skip"
" and with specific designation","Skip"
" as to exactly how every penny must be spent.","Skip"
" And we found that that is led to a situation","Skip"
" in which many times the greatest part of the money","Skip"
" was used for administrative overhead","Skip"
" and not actually getting at the problem.","Skip"
" So what we did, yes, we reduced,","Skip"
" but we changed to block grants.","Skip"
" And we know from that experience out of the state level","Skip"
" that if you give a block grant and trust","Skip"
" to the local authorities, their freedom","Skip"
" to do this in the most expeditious manner","Skip"
" in their area treat with the problems","Skip"
" that they see as the greatest problem,","Skip"
" that you have more money actually going to the task","Skip"
" and not wasted in federal mandated overhead.","Skip"
" So if I can just follow up then you propose","Skip"
" to do what you outlined today","Skip"
" without spending any additional federal...","Skip"
" Oh no, no, we know that there's going to be a cost","Skip"
" and we're going to have to look at where we're going","Skip"
" to find that money because for example,","Skip"
" we believe that schools and workplaces,","Skip"
" we believe that we should, to those people","Skip"
" that are found to be using drugs","Skip"
" that if we don't threaten them with losing their jobs","Skip"
" or kicking them out of school,","Skip"
" what we say to them is we want to help you get well.","Skip"
" Now this is going to, if there's going to be increased","Skip"
"text","unified_label"
" Nancy spoke those words in Oakland, California,","Skip"
" just a few years ago.","Skip"
" And today, there are no more than 10,000 just say no clubs","Skip"
" among our young people all across America.","Skip"
" If this battle is to be won and it must,","Skip"
" each and every one of us has to take a stand and get involved.","Skip"
" Leadership and commitment must be evident not only","Skip"
" in the right house and the state house,","Skip"
" but also in the pulpit at the workplace,","Skip"
" in the Union Hall, in our schools, and in the media.","Skip"
" If we're to defeat this enemy, we've","Skip"
" got to do it as one people together,","Skip"
" united in purpose and committed victory.","Skip"
" And victory in this case is a drug-free generation.","Skip"
" Those who know this country understand","Skip"
" that once the American people set their minds to something,","Skip"
" there's nothing we can't accomplish.","Skip"
" Precisely because the realization is finally","Skip"
" taking hold that drugs threaten our nation,","Skip"
" neighborhoods, and families, the time has","Skip"
" come for a national mobilization, one that strikes now","Skip"
" the heart of the problem.","Skip"
" In 1982, we released our first strategy, a federal strategy.","Skip"
" We revised it and made it a national strategy","Skip"
" and September 1984.","Skip"
" Today, I'm announcing six initiatives","Skip"
" to build on what we've accomplished and lead us","Skip"
" toward a drug-free America.","Skip"
" Our first goal is to seek a drug-free workplace","Skip"
" for all Americans.","Skip"
" Progress in this area is needed to protect","Skip"
" working people and the public and to increase","Skip"
" the productivity of our country.","Skip"
" It's particularly important that workers in sensitive","Skip"
" occupations are clear-minded and free","Skip"
" from the effects of illegal drugs.","Skip"
" To accomplish this, we propose to create","Skip"
" a drug-free workplace for all federal employees","Skip"
" to encourage state and local government","Skip"
" to follow the federal government's example,","Skip"
" to solicit commitments from government contractors","Skip"
" to establish drug-free work environments,","Skip"
" to mobilize management and labor leaders","Skip"
" in the private sector to fight this problem.","Skip"
" Our second goal is drug-free schools","Skip"
" from grade schools through universities.","Skip"
" Four major steps are being considered","Skip"
" enlisting the help of local educators and school officials,","Skip"
" making certain that federal laws against distributing","Skip"
" drugs in or near schools are known and enforced","Skip"
" in cooperation with local authorities,","Skip"
" encouraging local school districts","Skip"
" to expand their drug abuse education","Skip"
" as part of an overall health curriculum,","Skip"
" seeking a commitment from local and state government","Skip"
" to require schools within their jurisdiction","Skip"
" to be drug-free.","Skip"
" The health dangers posed by drugs are increasingly evident.","Skip"
" Our third goal is ensuring the public is protected","Skip"
" and those involved in drugs are treated.","Skip"
" Three steps are under consideration.","Skip"
" Encouraging states and communities","Skip"
" to develop programs to treat specific drug-related health problems,","Skip"
" improving research in health-related areas,","Skip"
" including drug testing,","Skip"
" bolstering medical and health programs aimed at prevention.","Skip"
" Fourth is international cooperation.","Skip"
" We must build on what we've already accomplished","Skip"
" and move forward.","Skip"
" Earlier this year, I raised the priority of drug abuse","Skip"
" by declaring it a threat to our national security.","Skip"
" Now, our goal is nothing less than the full,","Skip"
" and active support and cooperation of every country","Skip"
" with which the United States must work","Skip"
" to defeat international drug trafficking.","Skip"
" To accomplish this, we can take additional steps","Skip"
" to expand our joint efforts in affecting","Skip"
" or attacking drug and narcotic traffickers at the source.","Skip"
" Continue Vice President Bush's initiatives","Skip"
" to increase the support given by the United States military","Skip"
" to drug law enforcement operations","Skip"
" whenever it's appropriate.","Skip"
" Intensify efforts with other nations","Skip"
" to hit the traffickers where it hurts in the pocketbook,","Skip"
" by further clamping down on money laundering","Skip"
" and other transactions conducted with drug money.","Skip"
" Our fifth goal is strengthening law enforcement.","Skip"
" Here again, much has been accomplished,","Skip"
" but we can build upon existing programs","Skip"
" to hit drug traffickers with the force and power","Skip"
" of a renewed sense of purpose.","Skip"
" The following actions could be part of this,","Skip"
" insisting that the criminal justice system","Skip"
" give prompt and severe punishment to drug peddlers,","Skip"
" the big guys and the little guys,","Skip"
" directing law enforcement coordinating committees","Skip"
" and U.S. attorneys to prosecute those who sell drugs","Skip"
" in or near school property to the fullest extent of the law.","Skip"
" Instructing the Vice President and Attorney General","Skip"
" to expedite a comprehensive new effort on our southern border,","Skip"
"Please welcome, Margot.","Skip"
"I like to say this, but hi, Bobby.","Skip"
"Hi, Bobby.","Skip"
"Hi, Bobby.","Skip"
"I can't.","Skip"
"I can't.","Skip"
"I can't.","Skip"
"So yeah.","Skip"
"Oh, yeah.","Skip"
"Of course.","Skip"
"Margot, we saw you arrive pulling a pink suitcase and the Barbie look has really been","Skip"
"leaning in.","Skip"
"You're leaning in.","Skip"
"So where does Margot end and Bobby begin?","Skip"
"I don't even know anymore.","Skip"
"It's just a pink fever dream at this point.","Skip"
"So I never thought I'd own so many pink things in my life.","Skip"
"But yeah, like I said, I'm leaning in and loving it.","Skip"
"It's fun.","Skip"
"Have you had kids coming up recognising you as Barbie first?","Skip"
"Oh, do you know what?","Skip"
"Today, when we were at icebergs, we were walking down to get a photo and I heard a dad","Skip"
"say to the wee little girl.","Skip"
"He said, that's Barbie.","Skip"
"And she went.","Skip"
"And I was like, oh, it was really cute.","Skip"
"Oh, yeah.","Skip"
"Poppy is real.","Skip"
"Yeah.","Skip"
"Greta, I came to this movie thinking it was a movie about dolls.","Skip"
"But it's not.","Skip"
"Is it?","Skip"
"Well, it is in a way.","Skip"
"It's about, I mean, it's about Barbie.","Skip"
"But it's also about human beings and where the people that make dolls and then love","Skip"
"the dolls and then get mad at the dolls and then make the dolls different than they are.","Skip"
"But yeah, it's really about people.","Skip"
"So who's a movie for?","Skip"
"Who's a movie for?","Skip"
"It's for everybody.","Skip"
"I don't feel like that.","Skip"
"So really, what does it tell us to say that?","Skip"
"We genuinely wanted to make something that everyone would just have a great time watching","Skip"
"and I think we did that.","Skip"
"We all did.","Skip"
"We were allowed to watch half an hour of it.","Skip"
"So I don't know if you'd love to.","Skip"
"I would love to.","Skip"
"Absolutely.","Skip"
"When I'm in the door.","Skip"
"We wanted more.","Skip"
"Yeah.","Skip"
"I do have a question.","Skip"
"Is Barbie a feminist?","Skip"
"Sure.","Skip"
"Yeah.","Skip"
"Yeah.","Skip"
"Totally.","Skip"
"Well, I actually think she's something a little more than feminist because at the beginning,","Skip"
"the power dynamic is definitely in the Barbie's favor.","Skip"
"Yeah.","Skip"
"So if you're talking about equality between men and women, it's actually not quite equal","Skip"
"in Barbie land to begin with.","Skip"
"Right.","Skip"
"But there is a power dynamic shift at some point.","Skip"
"Can need some support?","Skip"
"It's not what you're saying.","Skip"
"Yeah.","Skip"
"The Barbie is a kind of kind of kid too.","Skip"
"Yeah.","Skip"
"Like, I am woman here, me roar.","Skip"
"Yeah.","Skip"
"Yes, you don't.","Skip"
"But they finally get the chance at that.","Skip"
"Oh, yeah.","Skip"
"Oh.","Skip"
"Let's go back to the start then.","Skip"
"Who called who about this movie?","Skip"
"I called Greta.","Skip"
"And where did you see how you always thought that would be fun or how did it come about?","Skip"
"Like, Barbie movie?","Skip"
"I thought it would be really exciting and really scary because there's a lot of ways","Skip"
"to do it wrong.","Skip"
"But if you did it right, it could be huge.","Skip"
"And I think Greta did it right.","Skip"
"And there was very few people I'd want to do this with.","Skip"
"And Greta was the top of the list and kind of like if she said no, I just don't know","Skip"
"what I would have done.","Skip"
"And hesitation though, because there's this complex history of Barbie, right?","Skip"
"Right.","Skip"
"Well, I mean, I didn't have any hesitation.","Skip"
"I knew I wanted to work with Margot.","Skip"
"And we'd met before.","Skip"
"This statement really bothered me.","Skip"
"I hope everyone can understand that the division of labour in the family is a choice, not a criterion for judging someone.","Skip"
"Some people choose to back quote back quote work, and some choose to take care of the children.","Skip"
"As long as they support each other, that's fine. Yesterday at the market.","Skip"
"I came across a scene that particularly annoy me. Someone saw a disabled customer buying groceries and started muttering,","Hate Speech"
"saying people with disabilities shouldn't be out.","Hate Speech"
"Making others wait and disrupting their shopping.","Skip"
"I was upset. How could anyone harbour such bias?","Skip"
"At that moment, I thought to myself.","Skip"
"This kind of discriminatory thinking is simply another form of hate speech.","Hate Speech"
"I kept thinking about it on the way home.","Skip"
"Many of the seemingly casual online comments and street talk we see reflect underlying attitudes and prejudices.","Skip"
"I hope that in the future, whether in society or online.","Skip"
"We can all be more tolerant and less biased towards one another.","Skip"
"Well, good afternoon.","Skip"
"During one of my first press conferences as president,","Skip"
"I pledged that fighting drug abuse","Skip"
"would be a major goal of our administration.","Skip"
"Nancy had already made it her major role.","Skip"
"I'm proud of the enormous effort that's","Skip"
"been made in these last five and a half years","Skip"
"to fattle through on that pledge.","Skip"
"We've waged a good fight.","Skip"
"The military forces have dramatically reduced drug use","Skip"
"by 67%.","Skip"
"We've been on the offensive attacking the peddlers,","Skip"
"the transporters, the smugglers, the growers,","Skip"
"everyone who's a part of the international network that","Skip"
"channels drugs into America's neighborhoods and communities.","Skip"
"I asked arrests her up.","Skip"
"Confiscations are up.","Skip"
"Cooperation with other nations has increased.","Skip"
"So much has been accomplished.","Skip"
"And I'm encouraged that so many others","Skip"
"from every walk of life are now joining the struggle.","Skip"
"And yet drug use continues and its consequences escalate,","Skip"
"claiming so many victims, including promising young athletes,","Skip"
"and bringing sorrow and heartbreak into homes across our country.","Skip"
"Drug use threatens the health and safety","Skip"
"of millions of Americans.","Skip"
"It extracts a high cost, the cost of crime stemming","Skip"
"from drugs, the cost of drug related to health problems,","Skip"
"the cost and productivity, the cost","Skip"
"and the quality of American manufactured goods","Skip"
"as we compete on the world market.","Skip"
"But most of all, the cost in lives, drugs","Skip"
"in one way or the other are victimizing all of us.","Skip"
"And that's why I'm here today to announce six major goals","Skip"
"of what we hope will be the final stage","Skip"
"in our national strategy to eradicate drug abuse.","Skip"
"I should point out that each of these goals","Skip"
"includes a number of federal policy options","Skip"
"that I will mention as we go along.","Skip"
"But as you know, I've always insisted","Skip"
"that such steps be the subject of a full discussion","Skip"
"and debate within the administration","Skip"
"before any final decisions are made.","Skip"
"So I will talk today of goals and a number of specific steps,","Skip"
"and we'll have further announcements","Skip"
"in the very near future.","Skip"
"But I want you to know that our announcements will not deal","Skip"
"or will deal, not just with what government will do,","Skip"
"but what all of us will do and must do.","Skip"
"For the key to our anti-drug strategy,","Skip"
"my very reason for being here this afternoon","Skip"
"is not to announce another short-term government offensive,","Skip"
"but to call instead for a national crusade against drugs,","Skip"
"a sustained relentless effort to rid America of this scourge","Skip"
"by mobilizing every segment of our society","Skip"
"against drug abuse.","Skip"
"But as I say, the solution does not lie simply","Skip"
"within the realm of government, federal or state.","Skip"
"It's time to go beyond government.","Skip"
"All the confiscation and law enforcement of the world","Skip"
"will not cure this plague as long as it is kept alive","Skip"
"by public acquiescence.","Skip"
"So we must now go beyond efforts aimed only","Skip"
"at affecting the supply of drugs.","Skip"
"We must affect not only supply, but demand.","Skip"
"I believe we've come to a time when the American people","Skip"
"are willing to make it clear that illegal drug and alcohol use","Skip"
"will no longer be tolerated, a time when","Skip"
"we will take those steps necessary to rid America","Skip"
"of this deeply disruptive and corrosive evil.","Skip"
"So starting today, Nancy's crusade to deprive the drug","Skip"
"peddlers and suppliers of their customers","Skip"
"becomes America's crusade.","Skip"
"We mean to reach out to the drug user,","Skip"
"and we mean to prevent others from becoming users.","Skip"
"Our goal is not to throw users in jail,","Skip"
"but to free them from drugs.","Skip"
"We will offer a helping hand, but we","Skip"
"will also pressure the user at school","Skip"
"and in the workplace to straighten up to get clean.","Skip"
"We will refuse to let drug users blame their behavior","Skip"
"on others.","Skip"
"We will insist they take responsibility for their own actions.","Skip"
"And finally, the first and foremost, who","Skip"
"will get the message to the potential user that drug use","Skip"
"will no longer be tolerated, that they must learn to just say no.","Skip"
"caught following multiple kink related accounts on medium, one of which was a trans porn star","Skip"
"named wait for it, gisly.","Skip"
"I take it because they're the jet league of jizzing.","Bad Language"
"I mean, I don't know, but you can't make this shit up.","Bad Language"
"But they refuse to understand that their obsession with hating LGBTQ plus people makes them","Hate Speech"
"look more suspicious.","Skip"
"But what makes it all the more hilarious is when these idiots end up telling on themselves","Bad Language"
"inadvertently.","Skip"
"I'm of course talking about one of the biggest right wing influencers right now in the game.","Skip"
"Betty Johnson, who's initials are BJ who notoriously outed himself literally while he was","Skip"
"being anti gay.","Hate Speech"
"I know you saw this, but in a now deleted tweet, he complained about the advertising on the","Skip"
"military times website.","Skip"
"And as you can see, there is indeed an ad for the world's largest gay cruise.","Skip"
"But if you look at the little icons on the top right, you can see that these are Google","Skip"
"ads based exclusively on his own search history.","Skip"
"It might not be funny, but this man has a wife and kids.","Skip"
"So like I couldn't imagine the look on his wife's face when she sees this and finds out,","Skip"
"oh my God, I'm this man's beard.","Bad Language"
"What the fuck?","Bad Language"
"Although odds are she probably already had a hunch that this was indeed the case based","Skip"
"on what fellow right wingers have alleged back in March.","Skip"
"so called XK Milo Yiannopoulos tweeted, which happy go lucky podcast host gets trashed","Bad Language"
"and has sex with young boys in the latter's hotel rooms at turning point conferences,","Hate Speech"
"leaving his wife weeping in the arms of other men downstairs amid the apex leaflets and","Skip"
"trestled tables.","Skip"
"He falls up by saying his initials are BJ and that's how a thousand 20 year old male turning","Skip"
"point volunteers will remember him.","Skip"
"Now a thousand might be a bit hyperbolic, although on second thought.","Skip"
"he's making a more conservative estimate.","Skip"
"What he says a thousand, but even though Milo Yiannopoulos isn't the most reliable source,","Skip"
"someone who is reliable corroborated that this is conduct from Benny Johnson at large gatherings","Skip"
"where there are other men who like other men specifically back in his BuzzFeed days.","Skip"
"So Said Jones explained on blue sky.","Skip"
"I made out with Benny Johnson at an empty dressing room at a BuzzFeed holiday party in 2013.","Skip"
"It haunts me to this day.","Skip"
"Anyway, it's funny that he's done literally everything but come out of the closet.","Skip"
"Men will literally become traders to their country rather than go to therapy.","Bad Language"
"He goes on to explain everyone got slashed because of the open bar.","Skip"
"Benny and I went into a dressing room and started kissing would have gone further but he","Skip"
"said something cringe enough to snap me back to my senses.","Skip"
"I rolled my eyes and left.","Skip"
"Okay, this is like a hundred percent confirmation that this happened because that does sound","Skip"
"like Benny Johnson.","Skip"
"He adds, I'm not naming names, but I was just informed.","Skip"
"I wasn't even the only guy Benny made out with that night.","Skip"
"So Benny Johnson's former BuzzFeed co-worker spills the tea and then his other co-workers","Skip"
"reached out to that co-worker and say, yeah, you're not the only one.","Skip"
"But look, I am so so incredibly sorry that you had to visualize Benny Johnson making out","Skip"
"with other men.","Skip"
"It almost makes me feel homophobic if I'm being honest.","Hate Speech"
"But I mean, I'm still glad that Said shared that information.","Skip"
"But if I were in his shoes, that information would have gone with me to my fucking grave.","Bad Language"
"Having said that, the I am thankful that he spilled the tea as painful as it was because","Skip"
"we have to expose these hypocritical pieces of shit.","Bad Language"
"But it's just so annoying that we even have to do this.","Skip"
"Like it's absurd to me that so many right wingers are making their repressed sexual desires","Skip"
"the entire country's problem.","Skip"
"They could be using the power that their side has to push for peace or healthcare.","Skip"
"Instead, what are they doing?","Skip"
"They're doubling down on anti-quir policies and hopes that I guess Republicans will ban","Hate Speech"
"them from doing something that they can't stop doing on their own volition.","Skip"
"I guess they want big daddy government to save them from themselves.","Skip"
"Perhaps they fear that like if they would actually face penalties, like jail time for","Hate Speech"
"homosexuality, then that would convince them to stop doing it.","Hate Speech"
"But that's not gonna do the trick whether they admit that or not because they're not","Skip"
"gonna stop fucking men because even though they know they could be exposed as hypocrites,","Bad Language"
"they're still doing it.","Skip"
"And some of them aren't even really trying to hide it that much.","Skip"
"And even if like they went back to a pre-Lawrence v. Texas status quo in the United States","Skip"
"where homosexuality was illegal, that's just gonna make it all the more enticing to them.","Hate Speech"
"They think it's hot because they love sexualizing people that they view as inferior.","Bad Language"
"But if they really wanted to throw people off of their scent, they should probably","Skip"
"stop talking about how much they hate queer people because it's not convincing anyone","Hate Speech"
"at this point, certainly not themselves.","Skip"
"They've apparently never heard the phrase, dot protest too much because these motherfuckers","Bad Language"
"never stop protesting.","Skip"
"They never shut the fuck up.","Bad Language"
"But you know who does shut the fuck up?","Bad Language"
"Lindsey Graham.","Skip"
"Everybody knows Lindsey Graham is gay, but nobody really talks about him being gay because","Skip"
"he doesn't go out of his way to bash gay and trans people every second.","Skip"
"Look at his face.","Skip"
"This is not the face of a heterosexual man, but he's at least self-aware to know that","Skip"
"the loudest homophobes are always the biggest closet cases.","Hate Speech"
"So what does he do?","Skip"
"He just goes on about his life.","Skip"
"He inconspicuously lets men fuck him while he finds ways to fuck all of us, politically speaking.","Bad Language"
"But most of these right-wing closet cases are just not gonna stop bashing gay people regardless","Hate Speech"
"of how sus and makes them look.","Skip"
"So I think that what we need to do is weaponize their own homophobia against them and try to","Skip"
"use it as a sort of deterrent to the extent that we can.","Skip"
"Let him know the next time they spew this bullshit that their hatred and bigotry makes","Bad Language"
"them look really gay.","Hate Speech"
"And that actual straight people don't spend most of their time thinking about how much","Skip"
"they hate gay and trans people.","Hate Speech"
"Hell, gay and trans people don't think about gay and trans people as much as right-wingers","Skip"
"think about gay and trans people.","Skip"
"So let them know that their bigotry looks like a self-report because it probably is.","Skip"
"That might not persuade them to stop bashing queer people, but maybe it'll at least get them","Skip"
"to think twice before they spew hate again or at the bare minimum.","Skip"
"Make them feel a little bit more shame the next time that they privately get bare backed","Bad Language"
"by someone that they publicly claim to be disgusted by.","Skip"
"it has won many environmental awards. Next to the Bavaria statue, you will find their","Skip"
"shoots and fest set, the tent for the marksmen. This tent refers to the tradition of marksmen as","Skip"
"well. There is also a shooting range here, apparently you can actually shoot an air rifle and air","Skip"
"pistol here, but only if you haven't drunk any alcohol beforehand. Alcohol and weapons are not a good","Skip"
"combination. Anyone who knows more about this should leave a comment. And if you're wondering","Skip"
"why the tent is a beautiful decorator, it doesn't always look quite so nice. The day I was filming","Skip"
"again is 6th ladies day, the owner of the 6th car rental company. Once a year she invites","Skip"
"successful women from all fields to the October fest. In recent years, the shits infested has become","Bad Language"
"a popular party tent and I know many people whose favorite tent it is. If you don't like beer,","Skip"
"but prefer wine, Cufla's wine tent might be something for you. Wine has been available at the","Skip"
"October fest for a long time. The atmosphere is a little bit more dignified to match the drink,","Skip"
"but by no means bad. As the wine tent doesn't close at 11 pm like the beer tents, but only at 1 am,","Skip"
"it is the place to go for many who want to continue partying. However, the bounces are straight.","Skip"
"If you are too drunk, you have no chance of getting in. And the last tent is the Kefa tent.","Skip"
"This is where the hoo-su of Munich meets and I have the buy-and-sell-abrightes here once a year.","Skip"
"More equivalent after victories, only mineral water is served after the feeds. It's the only","Skip"
"tent where I wasn't able to take any photos inside because it was already closed due to overcrowding.","Skip"
"But I'm not part of the Shicks Society and I have not business being there.","Skip"
"So these were all the big tents at the October fest, but before I leave you,","Skip"
"I give you a few tips on how to behave. If you are in a tent and it's closed, don't leave the tent.","Skip"
"You won't be able to get back. Use the toilets in the tent because what is the excuse security","Skip"
"here most often? I have to go into the tent, they are all my friends. Even if it's true, nobody will","Skip"
"believe you. Second advice, don't get on the tables. You are only allowed to stand on the benches.","Skip"
"You'll be kicked out sooner than you think. Third advice, don't steal the glasses.","Skip"
"They will catch you and you'll have to pay a hefty fine.","Skip"
"Fourth advice, never ever sit or lay on the cut-siggle, the puke-ill. It's a little hill behind the","Skip"
"tents. I took these pictures on the first day and maybe it is still acceptable to sit there.","Skip"
"But in the evening, this hill is soaked with all bodily fluids you can imagine,","Skip"
"vomit, wide yellow red and brown fluids. This is the hill of shame, avoided.","Skip"
"Fifth and last advice, the October fest with its 6-7 million visitors is a relatively safe festival.","Skip"
"However, when so many people come together under the influence of alcohol, they are naturally","Skip"
"also problems. If you get into trouble, go behind the shot-and-hum attempt, there you will find the","Skip"
"October fest police and paramedics if you are injured. And for the ladies, in recent years,","Skip"
"the City of Munich has done a lot to increase the safety of women as well. You will also find","Skip"
"awareness teams there if you feel harassed. I hope you enjoyed the video. Leave a comment to tell me","Skip"
"what your favorite tent is. I simply tell me about your experiences. If you're interested in a guided","Skip"
"here's my email address. See you in the next video.","Skip"
"I swear to god, the Republicans who are trying to impose a Christian nationalist theocracy","Hate Speech"
"on all of us would be some of the first people thrown into the gulags that they want to","Hate Speech"
"build because as much as they say they hate gay and trans people, they somehow always end","Hate Speech"
"up inadvertently revealing how much they love gay and trans people when nobody else is looking","Skip"
"if you're picking up or putting down.","Skip"
"For those not keeping track, there is Bridget Ziegler, the co-founder of the notoriously","Skip"
"Anti-LGBTQ Organization Moms for Liberty who was having sex with women.","Hate Speech"
"There is Matt Schlapp, the chair of CPAC who was accused of groping multiple men, in fact","Skip"
"he's settled with one accuser for nearly half a million dollars.","Skip"
"There's Randy McNally, Tennessee's lieutenant governor who voted in favor of anti-gay","Hate Speech"
"policies despite leaving heart and fire emojis in the comment section of an Instagram","Skip"
"Twinks Thirstraps.","Bad Language"
"There's Jesse Lee Peterson, the anti-gay radio host and pastor who forgot to log out","Hate Speech"
"of his main Twitter account before liking gay porn and by gay porn I mean the gayest porn","Bad Language"
"imaginable.","Bad Language"
"Like we're talking men eating each other's asses gay.","Bad Language"
"There's also Alex Jones who has been transvestigating former First Lady Michelle Obama","Hate Speech"
"for years but he forgot to close the tab that he had opened with trans porn before filming","Bad Language"
"a wellness segment for his show Infawars.","Skip"
"Ethan Schmidt, Kerry Lake, Ally and right-wing provocateur who threatened to hunt LGBTQ","Hate Speech"
"supporters only to get busted hunting for cock on Grindr, specifically one that would","Bad Language"
"be smacked the cross's big dumb face.","Hate Speech"
"Then there's Steven Crowder, an anti-LGBTQ conservative podcaster who was a little bit too","Hate Speech"
"comfortable in drag who was accused of sexual harassment by his former staffers, one in particular","Skip"
"own Benjamin Bemoaned how Crowder would force them all to wear really degrading and sexualizing","Skip"
"outfits and asked how is dressing like degenerate fruit cakes owning the left.","Hate Speech"
"On top of that Crowder once admitted that he was worried that his former bisexual face would","Skip"
"come back in a segment where he was vocalizing his fears about himself.","Skip"
"I'm afraid frankly I used to have a bad temper.","Skip"
"I'm afraid of it coming back.","Skip"
"Afraid of Mr. Hyde rearing his ugly bisexual head that was a short face.","Hate Speech"
"No, I'm afraid.","Skip"
"Afraid of getting angry.","Skip"
"I'm sorry but if one of your current fears is that your former bisexual face will come back,","Hate Speech"
"it's not a phase.","Skip"
"Like by your 30s, you should have that sorted out.","Skip"
"The fact that you don't is a little bit telling.","Skip"
"But I'm not done.","Skip"
"There's also Oklahoma school superintendent Ryan Walters who banned LGBTQ material from","Hate Speech"
"schools on grounds that they were tantamount to porn only to get caught screening pictures","Skip"
"of naked women himself.","Skip"
"Now before that a local publication found old photos of him and his old friend where they","Skip"
"were wearing matching flip flops and sitting conspicuously close to each other and the hand","Skip"
"on the leg really says it all.","Skip"
"But if that wasn't gay enough, he was also a big swifty apparently.","Skip"
"And the only thing that could possibly make that photo of him look gay or was if he had","Hate Speech"
"a dick in his mouth.","Bad Language"
"Literally.","Skip"
"Although to be fair to him, he presumably is a fore on the Kinsey scale which makes him","Skip"
"bisexual assuming that the straight porn that he had on his computer wasn't some form","Skip"
"of exposure therapy that he was forcing himself to consume in order to become straight.","Skip"
"Listen, I've been there Ryan.","Skip"
"Spoiler alert, women are not an acquired taste.","Skip"
"My friend, you are not going to make yourself like it by watching it.","Skip"
"But keep in mind, these are only the more recent examples of high profile bigots getting","Skip"
"exposed as closeted homosexuals or chasers.","Skip"
"If I named all of them, we would be here all fucking day.","Bad Language"
"In fact, the website gay homophobe which kept track of them up until 2021 just stopped","Skip"
"doing that because at this point, why even bother?","Skip"
"We all know that if somebody is vocally anti-gay or anti-trans, it's probably because they","Hate Speech"
"have something to hide about themselves.","Skip"
"And this keeps fucking happening.","Bad Language"
"Just last week, Bill Berry in an anti-trans Republican running for governor in Wisconsin got","Hate Speech"
"circle which in turn means less pressure on my knees and less movement in the saddle. The hips","Skip"
"also benefit as they don't close off so the angle is a bit more open. It doesn't come up to","Skip"
"here so it stays there and many people who have made the change of reported better feelings in both","Skip"
"the hips and the lower back and that also piqued my interest. There are some things to consider","Skip"
"when changing your crank length. You'll need to change your saddle height to compensate for the shorter","Skip"
"cranks because your leg won't be as long. It will mean that you need to stretch it out a little bit","Skip"
"more so therefore see how it goes up. When see how it goes up you'll probably need to change the","Skip"
"setback of the saddle too. If you're not confident in doing those kind of things yourself then you'll","Skip"
"need a professional bike fit. It also changes your gearing but it does mean less movement to match the","Skip"
"previous effort. Some people think a reduction in length forces a reduction in torque which reduces","Skip"
"overall power but Brad did wiggling the sink to the door right. I decided that the benefits for my","Skip"
"aging joints were worthy of me hopping on this particular trend so I took myself to Condor Cycles","Skip"
"and bought a set of 165mm cranks. Now the trend has been so big recently that the 165mm seem","Skip"
"really difficult to get hold of. I have pluses my average power and my average cadence over my last","Skip"
"30 rides and set about installing those cranks on my bike. I also fitted a new bus and bracket while I","Skip"
"was there. This will probably be a video one of two with a follow-up some kilometres down the road","Skip"
"to go over my thoughts and findings and whether I prefer the 165mm or the 170mm stock cranks that","Skip"
"came with my bike. So here's the video. Enjoy it. Into my first ride with the new shorter","Skip"
"crank and I think a lot of the benefit won't be seen until I get off the bike. We'll see how my knee","Skip"
"and my back feel a few hours after the finish. I think that might be the telling factor. What I can say","Skip"
"pedaling circles noticeably smaller you noticeably that your legs aren't coming up as high into your","Skip"
"chest as they were before. I still think that there is some tinkering to be done with saddle height","Skip"
"to get the position just dialed in spot on but as far as comfort goes I certainly felt feel,","Skip"
"felt feel, less pressure in my knees and also in my quads because they don't seem to be","Skip"
"closing off with hips so much. So yeah it feels feels nice it feels better. I haven't had particularly","Skip"
"good legs today but it's been noticeably different anyway so being interested in seaweed it's","Skip"
"like when I'm on a good day that'll be a follow up for another video so we'll see you in that one.","Skip"
"This ride will be part of another video I'm sure. I do like subscribe tune in for part two. See you","Skip"
"There are 14 big turns on the Octoberfest, excluding the OITV's.","Skip"
"And I will introduce them all to you. Generally speaking, you can say that every Octoberfest","Skip"
"year is good. There are personal preferences. Some beers are more hoppy, others are sweeter,","Skip"
"but all are very, very drinkable. And basically the best place, the best table is the one you","Skip"
"are sitting at, especially on very busy days at the Octoberfest. But if you have the choice,","Skip"
"there are more nuances between the 10th, and I explain them all from the north to the south.","Skip"
